pct_total,game_mode,win_value_underdog,blind_combo_0,blind_combo_1,level_0,level_1,lognormal,pct_high_mean,high_low_ratio_mean,high_low_ratio_variance,mean_variance_ratio,pct_high_sigma,coef_0,coef_1,coef_2,coef_3,coef_4,coef_5,coef_6,coef_7,coef_8,coef_9,coef_10,mean,std
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.6,1.0,0.3,1646937.902485361,-4073603.4452151363,2714166.97347748,838114.126458225,-1365823.7696304803,-186049.73899904787,714525.6364374739,-329983.1965389309,54198.194996552804,0.7017336799523264,-600.4171556445992,0.5,0.060504487394882525
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.6,1.0,0.4,3293284.048795398,-8989278.272402992,7947306.720037631,-968812.3867152873,-1718622.62988338,-512567.78257487045,1816307.355037471,-1132398.0425741433,333522.5147756532,-48993.29405710408,2889.816140742397,0.5,0.06250487166524299
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.6,1.25,0.1,44406191.17677076,-117587024.5978681,96860414.57229474,-968213.9831979843,-27976993.321132693,-12611236.755521812,34340786.37358468,-21897192.019893184,6850006.642685141,-1092074.2175200402,71134.96337853829,0.5,0.04956848790194553
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.6,1.25,0.2,19889015.54170691,-55456577.95028526,51423793.788082905,-7401727.214479329,-15446856.78300995,5373707.978675882,5082746.136266712,-4642487.428763452,1563134.1267378535,-248874.37075945616,15571.87886046796,0.5,0.052059161251352556
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.6,1.25,0.3,62036890.094847,-182611621.7661972,190968980.8445493,-58288426.02616076,-34352553.04933372,21946154.538954668,9073317.226384975,-12303074.489518348,4773495.729882102,-851899.6297119588,59812.96544866028,0.5,0.05278352988830996
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.6,1.25,0.4,13022540.31130692,-35309790.76312294,30146104.64511604,-87061.85511595866,-12717379.18254948,3140565.7298346134,4699837.601760337,-3887736.8243603976,1287550.2403357406,-206179.74561177674,13172.27907486218,0.5,0.05371881847817855
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.6,1.5,0.1,114303328.26538269,-308996943.1468613,263107413.2251455,1965658.4124057137,-114800494.63470128,25709203.802817956,48381076.838951275,-40373472.56795735,13888850.894996503,-2336837.61994612,158192.36575449916,0.5,0.04334257634294317
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.6,1.5,0.2,41772214.59634081,-112726616.1292617,98215177.03192373,-7241826.878895049,-32367874.062019497,6390538.185075152,14347553.538701914,-10994497.121284675,3470167.855079914,-525331.1623103643,31065.717543856164,0.5,0.046001443405558104
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.6,1.5,0.3,34680519.791079685,-92271878.79907914,76567943.06851648,2697256.5080114505,-36608254.53041036,13206459.698247898,7147163.563412396,-7089882.000686788,2311212.81623459,-344284.2068609193,19371.994607770706,0.5,0.04664439195553724
0.98,expected,0.01,False,False,100,100,normal,0.4,1.2,1.6,1.5,0.4,24829141.35590753,-62210912.498509586,40869935.49620496,20597430.366949197,-34478261.95684122,3648131.6819654186,14850395.036216496,-10830571.84834236,3466621.115226598,-549312.9677712399,35092.64300495863,0.5,0.04946986054238992
